PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,SortKey
oJDnE,3r1r2/p4pk1/5Rp1/2p1Q2p/4P1bP/1P6/P2q2P1/5R1K b - - 0 25,g7h7 f6f7 f8f7 f1f7 h7h6 e5g7,1556,76,97,18099,long mate mateIn3 middlegame,https://lichess.org/odoNOk41/black#49,,1755603
JCs7Y,r1b2rk1/p1q2ppp/2p5/4N3/1pQ5/1B5P/PPP2bP1/2KR3R b - - 0 17,c7e5 c4f7 f8f7 d1d8 e5e8 d8e8,1581,75,97,14762,kingsideAttack long mate mateIn3 middlegame pin sacrifice,https://lichess.org/1gBzFkcn/black#33,Philidor_Defense Philidor_Defense_Hanham_Variation,1431914
khJuz,2k5/R2rn3/4Q1p1/1p2p3/2p2q1P/8/5PPK/7R w - - 3 29,g2g3 f4f2 h2h3 f2a7,1742,79,95,13932,crushing endgame fork short,https://lichess.org/9uFp4vh3#56,,1323540
e0HIY,6k1/5pp1/1pN1b2p/1PpnP3/q7/3Q3P/2P2PP1/6K1 b - - 2 27,d5f4 c6e7 g8h8 d3d8 h8h7 d8g8,1375,74,95,20540,endgame long mate mateIn3,https://lichess.org/gxFqOazr/black#53,,1951300
kdr4a,5rk1/6p1/p2Rb1qp/1p2p3/1P2P3/2r5/4QPPK/4NR2 b - - 0 32,e6c4 e2c4 c3c4 d6g6,1441,74,93,14753,advantage middlegame short,https://lichess.org/L3rH1y3i/black#63,,1372029
5rpMy,4r1k1/3R1pbp/8/3N1n2/2r1P3/6P1/7P/4R1K1 b - - 0 26,c4e4 e1e4 e8e4 d7d8 g7f8 d5f6 g8g7 f6e4,1294,75,96,15470,advantage fork middlegame veryLong,https://lichess.org/5nL1OdC7/black#51,,1485120
gRmqH,r1b2rk1/1ppq2b1/n2p3p/pB1P1p1P/3P1Pp1/PQ2B3/1P4P1/2KR2NR b - - 2 19,c7c6 d5c6 d7f7 b5c4 b7c6 c4f7,1527,74,95,21156,crushing discoveredAttack long middlegame pin,https://lichess.org/vfg8mwJK/black#37,Modern_Defense Modern_Defense_Other_variations,2009820
zEy5Y,4rkR1/5r1p/3p1P1P/pQ6/4PP2/1P2p3/1Bq5/R3K3 b Q - 1 34,f8g8 b5e8 f7f8 f6f7,1317,79,95,18630,advancedPawn endgame hangingPiece master mate mateIn2 short,https://lichess.org/5MRleiqk/black#67,,1769850
WKHNW,r4nk1/pp2B3/2rp2pP/P3p3/b1P1P3/P2P4/6R1/5RK1 b - - 1 34,f8e6 g2g6 g8h7 g6e6,1357,76,95,17195,crushing fork middlegame short,https://lichess.org/iQsYmlsD/black#67,,1633525
flSSA,6r1/1P5p/3bp3/8/3k4/2p2K2/2R4P/3N4 b - - 3 43,d4d3 c2c3 d3d4 c3c8,1275,76,95,13615,advantage endgame short,https://lichess.org/gUqpWA0j/black#85,,1293425
1M8D7,3nkb1r/4pp1p/2b1p1p1/2p5/4P3/6Q1/1PP2PPP/r1B2RK1 b k - 0 18,c6e4 g3e5 f7f6 e5e4,1737,75,94,14552,advantage fork middlegame short,https://lichess.org/YM4f70wd/black#35,Sicilian_Defense Sicilian_Defense_Other_variations,1367888
f9tv3,rnr3k1/p4ppp/bp6/1N1pN3/1b2n3/3BP2P/P4PP1/1RB2RK1 b - - 3 18,b4d2 d3e4 d5e4 c1d2 a6b5 b1b5,1467,76,96,13161,advantage capturingDefender long opening,https://lichess.org/M8oZ6eKs/black#35,Benoni_Defense Benoni_Defense_Benoni_Gambit_Accepted,1263456
BbJcX,8/7p/6qk/2QB4/2P3p1/P6P/1P4PK/4r3 w - - 0 45,c5f2 g4g3 f2g3 e1h1 h2h1 g6g3,1529,74,95,16858,crushing deflection endgame fork long,https://lichess.org/FEqcaqBg#88,,1601510
J0TxR,4r1k1/p2rb3/2b1pp1p/6p1/1pP2n2/3P1N2/1BP2PPP/R2B1RK1 w - - 0 32,g2g3 f4h3 g1g2 g5g4,1511,75,95,17566,advantage middlegame short,https://lichess.org/Lv8gggKF#62,,1668770
AJAzK,1r4k1/6Rp/4P1pK/p7/8/8/1p3PP1/8 b - - 1 35,g8f8 e6e7 f8e8 g7g8 e8e7 g8b8,1559,76,95,20510,advancedPawn crushing endgame exposedKing long rookEndgame skewer,https://lichess.org/4BeOpCwK/black#69,,1948450
eBBMW,r2q1rk1/p3bpp1/1pp2n2/3p2N1/5P2/3Q3R/PPP3PP/R1B3K1 b - - 1 17,f6e4 h3h8 g8h8 d3h3 h8g8 h3h7,1647,74,96,18353,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/7CcE9ZdE/black#33,Rat_Defense Rat_Defense_Small_Center_Defense,1761888
hJUup,6rk/7p/p2p1r1q/1ppPp3/4Qp2/P2P1P1b/1PP3PK/4R1R1 w - - 0 29,g2h3 h6h3 h2h3 f6h6,1412,72,94,26659,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/ukts8Hdh#56,,2505946
v9FmM,5bk1/3prp1p/1Q6/1pP2ppN/1q1P4/4P1P1/5P1P/R5K1 w - - 0 29,a1a8 b4b1 g1g2 b1e4,1718,74,96,14849,crushing endgame master short,https://lichess.org/m6ZTHtEK#56,,1425504
SJPZL,1r3rk1/pb3pp1/2n1p2p/1p6/2P4P/q2BRN2/P1Q2PP1/3R2K1 b - - 0 21,c6b4 d3h7 g8h8 e3a3 b4c2 h7c2,1586,76,95,26440,advantage discoveredAttack long middlegame,https://lichess.org/mOHjHVpi/black#41,,2511800
RgZuG,r6r/p3pp1p/1kp3p1/8/N1KR1B2/8/PPP3q1/R7 b - - 4 22,b6a5 f4c7 a5a4 c4c5,1886,75,96,12834,discoveredAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/PpYcyZLF/black#43,,1232064
fSRMO,r3k2r/ppp2ppp/2n1bq2/2bp2N1/2Bp4/8/PPP2PPP/RNBQR1K1 b kq - 3 9,d5c4 g5e6 f7e6 d1h5 f6f7 h5c5,1959,79,91,149162,advantage fork long middlegame,https://lichess.org/Os2W7Q4q/black#17,Italian_Game Italian_Game_Two_Knights_Defense,13573742
xn8IO,r3r1k1/1p1b1pp1/p6p/3PP1q1/2PQ1n2/5P2/P1N1B1PP/3RR1K1 w - - 1 21,d4f2 f4h3 g1f1 h3f2,1255,79,93,18497,crushing fork kingsideAttack middlegame pin short,https://lichess.org/Ksgmrhpe#40,,1720221
ODEgG,8/5k2/5p1p/p3q3/1p5p/1Q3P2/5KP1/8 b - - 1 44,f7g6 b3g8 g6f5 g8g4,1455,76,97,14077,endgame mate mateIn2 queenEndgame short,https://lichess.org/7oddF30z/black#87,,1365469
WHOQX,1r4k1/4ppbp/3p2p1/3Pn3/Np6/1P5P/PB1r2P1/R2B1RK1 w - - 0 24,f1f2 d2f2 g1f2 e5d3 f2e3 d3b2,1404,74,96,16428,advantage attraction long middlegame,https://lichess.org/oWailp0k#46,,1577088
eowa5,2r4k/6p1/p1p1R2p/1p1p1p1n/8/1P4Pb/PBP1NP1P/6K1 b - - 3 30,f5f4 e6h6 h8g8 h6h5,1354,74,96,16028,crushing endgame kingsideAttack pin short,https://lichess.org/uFV8kIGj/black#59,,1538688
rkz3W,5rk1/2p3p1/p1Q4p/2Pp4/1P1q1p2/P5P1/3n1PP1/3RR1K1 w - - 0 30,e1e2 d2f3 g2f3 d4d1 g1g2 d1e2,1634,77,95,15041,crushing discoveredAttack endgame fork long,https://lichess.org/fL7xK6Nh#58,,1428895
KJB5z,2r1k2r/pp5p/3p2pB/1R1Pp3/n7/2PK4/P5PP/4R3 w k - 2 23,b5b7 a4c5 d3c2 c5b7,1742,76,95,13183,crushing endgame fork short,https://lichess.org/YWEOIuWU#44,,1252385
S5pDg,8/5p2/4p3/5kpp/3P4/4KPPP/8/8 b - - 0 40,g5g4 f3g4 h5g4 h3h4 f5g6 e3f4,1969,80,91,100550,crushing endgame long pawnEndgame quietMove,https://lichess.org/1RBsavuf/black#79,,9150050
DBr3z,r1bq1rk1/1p4pp/4p3/p2pp3/3P1bPP/2PB1N2/PP2Q3/3RK2R w K - 0 20,f3e5 f4g3 e1d2 f8f2 e2f2 g3f2,1341,73,95,22796,advantage clearance long middlegame pin,https://lichess.org/U7Fb3ejE#38,,2165620
ggI6y,7k/7p/4RP2/4p3/4n3/6P1/Nr4KP/8 w - - 3 36,g2f3 e4g5 f3g4 g5e6,1291,74,96,18243,crushing endgame fork short,https://lichess.org/DhUB7D0a#70,,1751328
KCNzu,8/k2Q4/1p6/p6p/6p1/6P1/P1P1KP2/7q b - - 2 45,h1b7 d7b7 a7b7 e2e3 b7c6 e3f4 c6c5 f4g5,1327,75,95,16485,crushing endgame queenEndgame veryLong,https://lichess.org/Z1r8uSlB/black#89,,1566075
jqsnl,8/8/P6p/7r/1k6/8/5R2/4K3 w - - 2 51,f2a2 h5h1 e1f2 h1h2 f2f3 h2a2,1390,78,94,17498,crushing endgame exposedKing long rookEndgame skewer,https://lichess.org/spoGh0AL#100,,1644812
gmpbY,8/2Q5/3p1qkp/p2P4/1P1n2pK/6B1/1P3P1P/6R1 w - - 2 35,h4g4 f6f5 g4h4 d4f3,1743,75,96,13596,endgame mate mateIn2 short,https://lichess.org/QJuMJz8K#68,,1305216
2Hxcn,4R1k1/5ppp/1p6/p1b5/2B5/1P5P/4QPPK/2qr4 b - - 5 30,c5f8 c4f7 g8f7 e2e6,1410,76,96,24291,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/dWgXxlje/black#59,,2331936
ve5kW,1r2r1k1/5p1p/1Q4p1/p2P4/2p1P1q1/2P5/1P4PP/R3R1K1 w - - 1 31,b6d4 b8b2 d4f2 b2f2,1269,74,95,13656,crushing endgame short,https://lichess.org/eyVmTMxp#60,,1297320
MH4BD,8/p1pR1ppk/6p1/8/2P5/2q2P2/P5PP/3R3K b - - 3 25,c3c4 d7d4 c4b5 d4h4,1781,74,95,12841,crushing endgame master queenRookEndgame short,https://lichess.org/PoFBfXRr/black#49,,1219895
FZnig,r1N2k2/1p2r1pp/p5n1/8/2Q5/4P2P/PPP2Pq1/2KR4 b - - 7 27,g2e4 d1d8 e7e8 c4e4,1580,77,95,18222,crushing middlegame pin short,https://lichess.org/7LRuNUVz/black#53,,1731090
H88NX,5r1k/p3q1pp/5b2/3Bp3/3p2Q1/7R/PPr3PP/R6K b - - 1 22,f8c8 h3h7 h8h7 g4h5,1409,72,96,26202,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/yfMptzJK/black#43,,2515392
oYb4V,2b1r3/q1P2ppp/p2Q4/Pp2P3/3R2Pk/1P6/7K/8 b - - 1 34,a7b7 d6d8 e8d8 c7d8q,1766,74,96,14156,advancedPawn crushing endgame promotion short,https://lichess.org/qUdiuFuS/black#67,,1358976
b2X9d,6k1/5pp1/4p2p/4q3/2Qn4/BP5P/1P3PPK/8 w - - 2 34,h2h1 e5e1 h1h2 d4e2 c4e2 e1e2,1733,78,91,137525,crushing endgame long quietMove,https://lichess.org/CX3PIsrj#66,,12514775
Mrv6R,8/kp6/p4Q2/2p5/2n1P3/1qB4P/8/1KR5 w - - 3 39,c3b2 c4d2 b1a1 b3a4 b2a3 a4a3,1459,77,97,21465,endgame exposedKing long mate mateIn3,https://lichess.org/wG7eAbAB#76,,2082105
FCWwP,r1bk4/1pN4Q/p1p5/3pn3/2P5/2N1P3/PPK1B1q1/8 b - - 3 29,a8b8 h7h8 d8c7 h8e5,1870,77,96,15791,crushing fork middlegame short,https://lichess.org/iea8eGAX/black#57,,1515936
1bjpQ,3rr1k1/pp4p1/3q2bp/8/3Bp1Q1/1PP5/P4RPP/5R1K b - - 2 28,d6e6 f2f8 g8h7 g4e6,1612,75,95,17496,crushing kingsideAttack middlegame short,https://lichess.org/VSGOTGfY/black#55,,1662120
zSxLp,4r2k/2pq3p/p2P3p/1p6/4p3/PB2P2P/1P1B1Pp1/2R3K1 b - - 0 25,h8g7 c1c7 d7c7 d6c7,1545,73,95,17708,advancedPawn crushing endgame pin short,https://lichess.org/MOuRwpAz/black#49,,1682260
YYLb2,r3k2r/pb2qppp/1p1p2n1/3Pp3/2RpP3/5NP1/PP3PBP/3Q1RK1 b kq - 1 15,b7a6 d1a4 b6b5 a4a6 b5c4 a6c6 e7d7 c6a8,1549,76,94,21970,advantage fork middlegame sacrifice veryLong,https://lichess.org/JhoyuSBS/black#29,English_Opening English_Opening_Symmetrical_Variation,2065180
68FMg,8/2p3pp/p5k1/1nPKQ3/1P3B2/3q4/P4P2/8 w - - 7 39,d5e6 b5d4 e6d7 d4f3 d7c7 f3e5,1654,78,96,16838,crushing discoveredAttack endgame long,https://lichess.org/e2kePBmj#76,,1616448
Dxw1r,1r6/3B2b1/3p2kp/4p3/4Pp1B/3P4/1r3PPK/2R5 b - - 3 36,g7f6 d7f5 g6f7 c1c7 f7e8 h4f6,1281,73,97,24291,advantage deflection endgame long,https://lichess.org/h6wr57Y3/black#71,,2356227
18ZY3,q7/3p1ppk/2pP1rp1/1b6/1B1Q1P2/4R3/6PP/4R2K w - - 3 38,g2g4 c6c5 d4e4 b5c6 e4c6 a8c6,1831,77,95,12922,advantage clearance discoveredAttack long middlegame pin,https://lichess.org/IIjk58dE#74,,1227590
w40bG,r7/2R1B1pp/pb1Pk3/1p2p3/1P6/5q2/P2Q1P1P/6K1 w - - 1 31,c7c3 b6f2 d2f2 f3c3,1483,75,95,21230,crushing deflection endgame short,https://lichess.org/FCmJsEm8#60,,2016850
T4dzq,2rr4/5R1p/p4Npk/1p1P4/6P1/1P5P/P1p5/5R1K b - - 1 31,c2c1q f7h7 h6g5 h3h4,1362,74,95,19283,endgame mate mateIn2 short,https://lichess.org/JddarL7w/black#61,,1831885
nM9S9,5rk1/1p4p1/p2p1q2/1b1PpPNp/3rP2P/5Q2/1P1B4/4K1R1 b - - 5 24,d4d3 f3h5 f6h6 h5h6 g7h6 g5e6,1330,74,96,17887,crushing discoveredAttack kingsideAttack long middlegame,https://lichess.org/cbYpH6Vs/black#47,,1717152
OdvST,r5k1/pp2r1pp/2qb1p2/4B3/5P2/1P6/P1P1Q1PP/2KR3R w - - 0 20,d1d6 c6d6 e2c4 d6e6 c4e6 e7e6,1534,74,95,17600,advantage long middlegame,https://lichess.org/B8AG13jE#38,,1672000
yvU5S,3r2k1/1p1rbppp/p3p3/1P6/PqB1Q3/4PN2/5PPP/2R1K2R w K - 1 21,e1f1 d7d1 c1d1 d8d1 f1e2 d1h1,1639,75,96,15010,advantage long middlegame skewer,https://lichess.org/bl6qaHS8#40,,1440960
QaMAS,r1bq1rk1/pp1n1pbp/6p1/3Qp2n/2B5/1N2PNBP/PP3PP1/2R2RK1 w - - 10 18,g3e5 d7e5 f3e5 d8d5 c4d5 g7e5,1515,74,95,16003,advantage capturingDefender discoveredAttack long middlegame,https://lichess.org/4qftHRPv#34,Horwitz_Defense Horwitz_Defense_Other_variations,1520285
5FRJb,r4rk1/5ppp/p2q4/1p1Nb3/8/5Q1P/PPP2PP1/3RR1K1 b - - 2 20,e5b2 d5e7 d6e7 e1e7,1224,77,94,14288,crushing kingsideAttack middlegame short,https://lichess.org/LjLJ12W2/black#39,,1343072
wplz1,8/2k2r2/p1pR2p1/2Ppb1p1/PP4P1/2P2P1K/3B3P/8 w - - 1 39,d6g6 f7h7 h3g2 h7h2 g2f1 h2d2,1615,76,96,21304,advantage endgame long skewer,https://lichess.org/tIHMwWto#76,,2045184
moAq6,r2qr2k/pp1n1Q1p/2p2bBB/3n4/8/2P4R/PP4PP/3R3K b - - 0 21,e8e7 h6g7 f6g7 h3h7,1277,74,96,19289,discoveredAttack kingsideAttack mate mateIn2 middlegame pin sacrifice short,https://lichess.org/mg6NyNpt/black#41,,1851744
ofvdm,r2q3r/pp3kp1/4Rn2/8/2QP1B2/1P5P/P4P2/6K1 b - - 2 26,d8d5 e6f6 g7f6 c4d5,1463,74,95,25654,crushing middlegame short,https://lichess.org/N93AeAvE/black#51,,2437130
ZXVLG,3r4/R1Bnkppp/2B2b2/2Pp4/3P4/2n2P2/6PP/5K2 b - - 8 27,d8c8 c7d6 e7e8 c6d7,1023,145,79,192346,crushing fork middlegame short,https://lichess.org/kzPKqk7D/black#53,,15195334
f6WkG,7r/p1r2ppp/3R4/3Pp1k1/B2bPn2/B2P1P2/P4P1P/5RK1 w - - 1 22,a3c1 c7c1 f1c1 f4e2 g1f1 e2c1,1261,76,95,19889,advantage attraction fork long middlegame sacrifice,https://lichess.org/tFhHdczm#42,,1889455
F5Qoc,2r2k2/p4prp/1p3p1Q/1q2pN2/3P2P1/Pb5P/2P1nP1K/5R2 b - - 3 24,e2d4 h6g7 f8e8 f5d6 e8e7 d6b5,1553,77,96,16252,crushing fork long middlegame,https://lichess.org/7k3SLRrP/black#47,,1560192
3kvBZ,6rk/1pp1n1rp/p4Q1p/P3p3/1P2q3/2P2RRP/6P1/6K1 b - - 7 27,e7d5 f6g7 g8g7 f3f8 g7g8 g3g8,1558,76,97,22274,clearance kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/p1UjobaP/black#53,,2160578
m1dF3,rnb1k2r/pp3p1p/2p1pq2/3p2p1/2PPnN2/2B1P1P1/PP3P1P/R2QKB1R w KQkq - 0 10,f2f3 e4c3 b2c3 g5f4,1530,75,95,19769,advantage middlegame short,https://lichess.org/Mp0sFA4m#18,English_Opening English_Opening_Agincourt_Defense,1878055
wQE3f,r2k1b2/pp2p3/7p/q2P4/2R5/1P2P2Q/PB1K1P2/3R2r1 w - - 5 30,c4c3 a5d5 c3d3 g1d1 d2d1 d5d3,1748,79,95,19947,attraction crushing long middlegame,https://lichess.org/011Vfs74#58,,1894965
J699g,8/7R/1p6/4k2P/p3P3/5P2/5K2/7r w - - 0 34,h7b7 a4a3 b7b6 a3a2,1793,76,96,12950,advancedPawn crushing endgame rookEndgame short,https://lichess.org/qjoVUXDP#66,,1243200
HjrJr,r5k1/2RR1pp1/p3r1qp/1p6/1P2p3/PQ2Pn1P/B4PP1/6K1 w - - 3 25,g1h1 g6g2 h1g2 e6g6 g2f1 g6g1 f1e2 g1e1,2066,81,91,129795,attraction hookMate kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/5iXKP9rA#48,,11811345
MXFL2,8/8/8/8/3Kp1p1/5k2/4N3/8 w - - 4 50,e2c3 g4g3 c3e4 g3g2,1367,78,94,23508,advancedPawn crushing endgame knightEndgame short,https://lichess.org/1ijY6kwI#98,,2209752
wGi5K,r1b2rk1/2b2p2/ppp2Ppp/2N5/8/2P5/PPB3PP/3R1R1K w - - 0 23,c5d7 f8d8 d7e5 d8d1 f1d1 c7e5,1655,74,96,15303,advantage long middlegame,https://lichess.org/ueW0TIqR#44,,1469088
hSoYq,5rk1/5ppp/pN6/1pQ1b3/8/3B4/PqPn2PP/4R2K b - - 5 31,e5d4 c5f8 g8f8 b6d7 f8g8 e1e8,1568,76,95,17132,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/eKhYN2lK/black#61,,1627540
HzFYq,rnb2rk1/ppq1nNpp/4Pp2/b2P4/8/2PB4/PP4PP/RN1QK2R b KQ - 4 16,e7d5 d3h7 g8h7 d1h5 h7g8 h5h8,1426,76,96,16176,attraction fork long mate mateIn3 opening sacrifice,https://lichess.org/IUiNTDAF/black#31,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense,1552896
jUV8y,r2q1r2/pb1nbp1k/1p2p1N1/2p4p/2P2P2/3PPNQR/PB4PP/R5K1 b - - 0 19,f7g6 h3h5 g6h5 g3g7,1541,72,96,16819,mate mateIn2 middlegame sacrifice short,https://lichess.org/sM6N0sBV/black#37,Bird_Opening Bird_Opening_Other_variations,1614624
7JOHv,5rk1/4p2p/p2p2p1/3Pq3/4P3/2N5/P1P1B1Q1/3K4 w - - 3 34,d1d2 e5d4 e2d3 f8f2 g2f2 d4f2,1301,79,96,15230,crushing endgame fork long pin,https://lichess.org/muWLLtwi#66,,1462080
r8jAd,2Q1kb2/p1B2q2/1n2p2r/6p1/7p/P1N5/2P2PPP/3RR1K1 b - - 0 26,b6c8 d1d8 e8e7 c3d5,1267,78,96,15403,fork mate mateIn2 middlegame pin short,https://lichess.org/x30NRuti/black#51,,1478688
S52PY,6k1/1p5p/8/5R2/r1pPp3/1rP1P3/1P5P/5RK1 b - - 0 32,b3b2 f5g5 g8h8 f1f8,1529,74,96,15143,endgame mate mateIn2 rookEndgame short,https://lichess.org/dklabBdr/black#63,,1453728
zgXjA,8/5p1k/5pp1/p2q3p/3P3P/1P1Q2P1/5P2/5K2 w - - 1 38,d3c4 d5c4 b3c4 a5a4 f1e2 a4a3,1514,77,96,15191,crushing endgame long queenEndgame quietMove,https://lichess.org/R1k7cpxq#74,,1458336
jG17C,2r1r1k1/1q3p2/p2p1Rp1/1p5N/2p1b1Q1/P1P4P/6P1/R6K b - - 1 31,b7d5 f6g6 f7g6 h5f6 g8g7 f6d5,1794,74,95,15311,advantage fork long middlegame sacrifice,https://lichess.org/jX2Vqanq/black#61,,1454545
8ZdpE,rn3rk1/pp3p1p/2p2Qp1/4p3/2P5/3qP2P/PP3PP1/R1B1K2R w KQ - 1 13,f6e5 f8d8 f2f3 d3d1 e1f2 d1h1,1642,76,95,13133,crushing long middlegame quietMove skewer,https://lichess.org/M5lZGjZf#24,Modern_Defense Modern_Defense_Other_variations,1247635
ndBrd,r3r1k1/p3bppp/2pppn2/4P1B1/1q3P2/2N5/P1P3PP/R3QR1K b - - 0 16,f6d5 c3d5 b4e1 d5e7,1557,74,95,21236,advantage kingsideAttack middlegame sacrifice short,https://lichess.org/MCJhGDEm/black#31,Sicilian_Defense Sicilian_Defense_Sozin_Attack,2017420
uqpql,r2qk2r/1pp2pp1/pn2p1p1/3nP3/1b1P4/2N5/PP2BPPP/R1BQ1RK1 w kq - 1 13,c3e4 d8h4 h2h3 h4e4,1497,74,95,17242,advantage master opening short,https://lichess.org/X2jV8Y5b#24,Reti_Opening Reti_Opening_Reti_Accepted,1637990
rZLSg,r3k2r/bb3pp1/p1p1p2p/1p1pq3/1P6/N2B1QP1/P4P1P/1R2R1K1 b kq - 1 22,e5c3 e1e6 f7e6 d3g6 e8d7 f3c3,1562,75,95,14926,crushing discoveredAttack long middlegame sacrifice,https://lichess.org/EHBslkRY/black#43,,1417970
VwYO8,6k1/p2rnp1p/bbpNp1p1/4P1B1/B1p5/7P/PP4P1/3R3K b - - 3 22,g8g7 d6e8 g7f8 d1d7,1688,77,95,13749,crushing discoveredAttack middlegame short,https://lichess.org/iNgNSH1U/black#43,,1306155
Fj6VV,6k1/1b3p2/pq1pp1pQ/6N1/8/1P3N1P/Pb3PP1/6K1 b - - 0 25,b6c7 h6h7 g8f8 g5e6 f7e6 h7c7,1506,73,96,16274,crushing endgame long,https://lichess.org/1uCZ1h7W/black#49,,1562304
z6Bdi,8/2P5/1n2kP2/3pP3/8/2K5/8/8 b - - 0 64,e6d7 f6f7 d7e7 e5e6 b6c8 c3d4,1382,79,96,16066,advancedPawn crushing endgame knightEndgame long,https://lichess.org/tE4XjFTI/black#127,,1542336
FgQ6g,2r3k1/4qpp1/4p2R/p2pP3/1p6/3B2Q1/P4PPP/2r3NK b - - 2 34,c8c3 h6h8 g8h8 g3h3 h8g8 h3h7 g8f8 h7h8,1629,75,95,15075,attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/VBkOehDd/black#67,,1432125
p1nEz,4r3/8/6p1/4k2p/P6P/1Pb3P1/3pBK2/5R2 w - - 6 47,e2d3 e8f8 f2e2 f8f1,1389,78,95,24044,crushing endgame short,https://lichess.org/KCaq5mlj#92,,2284180
xsTth,4rr1k/p3Npnp/5Qp1/4R3/1pPq1Pb1/1P1B2R1/P1K4P/8 w - - 10 27,g3g4 d4c3 c2d1 c3d3,1262,75,97,20177,advantage deflection middlegame short,https://lichess.org/P12lfToh#52,,1957169
xlfnP,rnbq3r/pp1pnkbp/2p3p1/4P1N1/3Q4/2P5/PP3PPP/RNB2RK1 b - - 1 10,f7f8 g5e6 d7e6 d4d8,1672,79,96,22159,crushing opening short,https://lichess.org/AsdCjMQ9/black#19,Danish_Gambit Danish_Gambit_Other_variations,2127264
PMmSV,8/8/1R6/1n1P2pp/7k/5P1n/7K/8 b - - 0 47,b5d4 b6b4 g5g4 b4d4,1400,78,97,18822,crushing endgame pin short,https://lichess.org/9cWXYsBR/black#93,,1825734
IBV2J,5rk1/1Q1nb1pp/p4n2/3p2B1/qp6/8/PP3PPP/2RR2K1 b - - 2 21,h7h6 g5f6 e7f6 b7d5 g8h8 d5d7 a4d7 d1d7,1761,76,96,14861,advantage capturingDefender kingsideAttack middlegame veryLong,https://lichess.org/Bs0RhIrV/black#41,,1426656
Weziw,4r2k/5R1p/1b4p1/1p1N4/1P2n3/2Pq3P/5PPQ/5RK1 w - - 0 32,d5b6 d3f1 g1f1 e4d2 f1g1 e8e1,1623,76,96,21560,attraction backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/QieGQCpc#62,,2069760
DThD9,5rk1/1b1nqppp/pp6/3Pp3/NPr5/5N2/PQ3PPP/3RR1K1 b - - 1 21,c4b4 d5d6 e7f6 b2b4 b7f3 g2f3,1692,75,96,15148,crushing interference intermezzo long middlegame,https://lichess.org/7lLWSDHa/black#41,,1454208
Zk9kf,rn1qk2r/p2bnpb1/1p4p1/1Bpp3p/3P3P/2N1BN2/PPP2PP1/R2QK2R w KQkq - 2 11,d4c5 g7c3 b2c3 d7b5,1719,76,97,13616,advantage master opening short,https://lichess.org/FcdXmm1o#20,Sicilian_Defense Sicilian_Defense_Closed,1320752
zWbUu,r3k3/5p2/p3p1p1/3q4/8/2b1Q3/P3NP1P/R4K2 w q - 0 24,e2c3 d5h1 f1e2 h1a1,1282,77,96,24097,advantage endgame short skewer,https://lichess.org/XCuDQThp#46,,2313312
zXXsx,2r2b2/1p1qrknp/p3p2Q/5p2/3p1P2/2P2N1R/PP3P1P/2K3R1 b - - 3 23,d4c3 f3e5 f7e8 e5d7,1549,76,94,19366,crushing fork middlegame short,https://lichess.org/vCdZ3y3q/black#45,,1820404
BjHPb,2kr3r/ppp2p1p/8/6N1/4q3/P3P1p1/1PP1BK2/R3Q2R w - - 0 28,f2g1 e4e3 g1f1 e3g5,1433,74,95,24003,advantage fork middlegame short,https://lichess.org/4mgxNV8j#54,,2280285
gxhKp,r2q1rk1/ppp2ppp/1bn5/3p3b/PP1Pn3/2N2N1P/2PBBPP1/R2QK2R b KQ - 0 13,b6d4 f3d4 c6d4 e2h5,1420,76,94,17843,advantage discoveredAttack opening short,https://lichess.org/F6wzzClr/black#25,French_Defense French_Defense_Exchange_Variation,1677242
6FUiE,5k2/R7/5rp1/3Pp2p/4P2P/4K3/8/8 b - - 18 52,f6f4 d5d6 f8e8 a7e7 e8d8 e7e5 f4f6 e5d5 d8d7 e4e5,1806,72,94,13697,crushing endgame exposedKing rookEndgame veryLong,https://lichess.org/BHOkiibx/black#103,,1287518
qHko2,r2qkb1r/ppp2ppp/2n5/3pN3/3P2n1/3pP3/PPP2PP1/RNBQ1RK1 w kq - 0 9,e5c6 d8h4 d1g4 h4g4,1306,76,95,18897,crushing opening short,https://lichess.org/fUHRAYHc#16,Queens_Pawn_Game Queens_Pawn_Game_Other_variations,1795215
Nt74g,2r2r1k/1p3p1p/p3p1p1/3q2P1/3P1P2/P3P2R/5Q1P/6K1 b - - 2 28,f8g8 h3h7 h8h7 f2h4 h7g7 h4h6,1050,82,94,14418,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/LT6zNDtB/black#55,,1355292
